advertiserName;date;creativeType;deviceCategoryName;totalLineItemLevelImpressions;totalLineItemLevelClicks;totalLineItemLevelCtr;clickThroughConversions;viewThroughConversions
Cliente 1;18/08/2023;Programmatic;Desktop;22313;161;0,00722;63;376
Cliente 1;18/08/2023;Image;Smartphone;42079;118;0,00280;84;208
Cliente 1;18/08/2023;Video creative sets;Smartphone;26517;203;0,00766;99;342
Cliente 1;18/08/2023;Programmatic;SmartTV;5719;344;0,06015;185;30
Cliente 1;18/08/2023;Other;Desktop;15286;159;0,01040;96;85
Cliente 1;18/08/2023;DoubleClick Rich Media;Desktop;12777;114;0,00892;16;296
Cliente 1;18/08/2023;Third-party;Desktop;40030;89;0,00222;33;357
Cliente 1;18/08/2023;Other;SmartTV;34573;133;0,00385;63;383
Cliente 1;18/08/2023;Programmatic;SmartTV;39326;99;0,00252;92;176
Cliente 1;18/08/2023;Third-party;Smartphone;33270;68;0,00204;64;127
Cliente 1;18/08/2023;Custom;SmartTV;29086;55;0,00189;46;486
Cliente 1;18/08/2023;Custom template;SmartTV;39864;32;0,00080;14;174
Cliente 1;18/08/2023;Other;Tablet;29921;52;0,00174;26;200
Cliente 1;18/08/2023;HTML5;Desktop;22959;306;0,01333;38;413
Cliente 1;18/08/2023;Other;Smartphone;23794;282;0,01185;193;287
Cliente 1;18/08/2023;Custom;Desktop;45494;160;0,00352;11;39
Cliente 1;18/08/2023;Other;Desktop;39700;17;0,00043;17;236
Cliente 1;18/08/2023;Custom;Smartphone;25148;278;0,01105;33;38
Cliente 1;18/08/2023;Programmatic;Tablet;16778;42;0,00250;30;321
Cliente 1;18/08/2023;Other;Tablet;23295;139;0,00597;9;69
Cliente 1;19/08/2023;Programmatic;Desktop;24070;362;0,01504;143;94
Cliente 1;19/08/2023;Image;Smartphone;45324;430;0,00949;107;349
Cliente 1;19/08/2023;Custom;Tablet;29946;95;0,00317;65;77
Cliente 1;19/08/2023;DoubleClick Rich Media;Desktop;42366;315;0,00744;31;195
Cliente 1;19/08/2023;Custom;Smartphone;30462;52;0,00171;22;381
Cliente 1;19/08/2023;Image;SmartTV;43384;75;0,00173;15;206
Cliente 1;19/08/2023;Other;Tablet;40291;139;0,00345;6;165
Cliente 1;19/08/2023;Custom template;SmartTV;41426;317;0,00765;90;409
Cliente 1;19/08/2023;Other;SmartTV;32999;372;0,01127;58;331
Cliente 1;19/08/2023;Custom;Smartphone;18138;359;0,01979;317;69
Cliente 1;19/08/2023;Image;Tablet;11862;327;0,02757;223;269
Cliente 1;19/08/2023;Custom;Smartphone;35553;237;0,00667;176;480
Cliente 1;19/08/2023;Custom template;Smartphone;38271;306;0,00800;121;170
Cliente 1;19/08/2023;Image;Smartphone;27967;402;0,01437;27;308
Cliente 1;19/08/2023;Custom;Desktop;47066;202;0,00429;150;88
Cliente 1;19/08/2023;Image;Tablet;19465;362;0,01860;48;67
Cliente 1;19/08/2023;Custom template;SmartTV;9302;176;0,01892;169;167
Cliente 1;19/08/2023;Image;Smartphone;15109;163;0,01079;134;418
Cliente 1;19/08/2023;HTML5;Tablet;49527;128;0,00258;124;92
Cliente 1;19/08/2023;Custom template;SmartTV;36598;423;0,01156;50;250
Cliente 1;19/08/2023;Custom template;Tablet;44862;359;0,00800;308;484
Cliente 1;19/08/2023;Third-party;Desktop;25746;311;0,01208;6;387
Cliente 1;19/08/2023;Programmatic;Smartphone;28277;348;0,01231;251;402
Cliente 1;19/08/2023;Other;Smartphone;29436;161;0,00547;91;79
Cliente 1;19/08/2023;Custom;Tablet;15633;402;0,02571;21;77
Cliente 1;19/08/2023;Third-party;Smartphone;5907;173;0,02929;111;423
Cliente 1;19/08/2023;Image;Smartphone;11124;54;0,00485;45;196
Cliente 1;19/08/2023;Programmatic;Smartphone;24195;267;0,01104;72;184
Cliente 1;19/08/2023;Custom template;SmartTV;28999;477;0,01645;317;5
Cliente 1;19/08/2023;Custom template;SmartTV;24985;457;0,01829;271;235
Cliente 1;19/08/2023;Video creative sets;SmartTV;32917;42;0,00128;13;48
Cliente 1;19/08/2023;Other;SmartTV;9139;166;0,01816;120;41
Cliente 1;19/08/2023;Custom;Smartphone;3940;234;0,05939;218;246
Cliente 1;19/08/2023;Video creative sets;Desktop;36303;110;0,00303;9;10
Cliente 1;19/08/2023;DoubleClick Rich Media;Tablet;39366;371;0,00942;242;124
Cliente 1;19/08/2023;Programmatic;SmartTV;10602;268;0,02528;256;435
Cliente 1;19/08/2023;Programmatic;Desktop;48274;458;0,00949;176;375
Cliente 1;19/08/2023;Image;Smartphone;18393;229;0,01245;16;392
Cliente 1;19/08/2023;Image;Tablet;1442;60;0,04161;49;367
Cliente 1;19/08/2023;Custom template;Tablet;16934;495;0,02923;54;360
Cliente 1;19/08/2023;DoubleClick Rich Media;Tablet;12432;139;0,01118;33;96
Cliente 1;19/08/2023;Custom;Tablet;26277;327;0,01244;245;434
Cliente 1;19/08/2023;Image;Tablet;22540;374;0,01659;162;48
Cliente 1;19/08/2023;Third-party;SmartTV;3821;353;0,09238;1;247
Cliente 1;19/08/2023;Third-party;SmartTV;34450;355;0,01030;326;384
Cliente 1;19/08/2023;Video creative sets;Tablet;25050;120;0,00479;101;37
Cliente 1;19/08/2023;Image;Smartphone;14231;3;0,00021;3;317
Cliente 1;19/08/2023;Custom template;Smartphone;3115;362;0,11621;116;62
Cliente 1;19/08/2023;Image;SmartTV;31954;198;0,00620;102;393
Cliente 1;19/08/2023;HTML5;Tablet;15482;391;0,02526;197;64
Cliente 1;19/08/2023;Custom template;Smartphone;22909;273;0,01192;156;103
Cliente 1;19/08/2023;Custom template;SmartTV;7233;470;0,06498;386;260
Cliente 1;19/08/2023;Other;Smartphone;22245;485;0,02180;400;434
Cliente 1;19/08/2023;Video creative sets;Desktop;21936;483;0,02202;129;140
Cliente 1;19/08/2023;Custom;SmartTV;23562;240;0,01019;12;316
Cliente 1;19/08/2023;Programmatic;Desktop;38997;490;0,01257;383;284
Cliente 1;19/08/2023;DoubleClick Rich Media;SmartTV;16856;273;0,01620;202;392
Cliente 1;19/08/2023;Third-party;SmartTV;9246;340;0,03677;78;92
Cliente 1;19/08/2023;Image;Desktop;5068;332;0,06551;278;324
Cliente 1;19/08/2023;Custom;SmartTV;44488;353;0,00793;83;107
Cliente 1;19/08/2023;Third-party;Tablet;1275;488;0,38275;255;252
Cliente 1;19/08/2023;DoubleClick Rich Media;Smartphone;13833;460;0,03325;220;285
Cliente 1;19/08/2023;Third-party;Tablet;48378;198;0,00409;137;71
Cliente 1;19/08/2023;Custom;Tablet;6865;466;0,06788;143;87
Cliente 1;19/08/2023;Image;Desktop;21007;315;0,01500;57;390
Cliente 1;19/08/2023;Custom;Desktop;40470;458;0,01132;34;345
Cliente 1;19/08/2023;Custom template;SmartTV;3596;217;0,06034;96;496
Cliente 1;19/08/2023;Third-party;SmartTV;1413;448;0,31706;63;350
Cliente 1;19/08/2023;Image;Tablet;23680;433;0,01829;174;342
Cliente 1;19/08/2023;Image;SmartTV;43465;166;0,00382;131;280
Cliente 1;19/08/2023;HTML5;Tablet;27778;198;0,00713;32;380
Cliente 1;19/08/2023;Video creative sets;Smartphone;40770;26;0,00064;26;204
Cliente 1;19/08/2023;Image;SmartTV;44001;108;0,00245;74;295
Cliente 1;19/08/2023;HTML5;SmartTV;19193;45;0,00234;12;305
Cliente 1;19/08/2023;Video creative sets;Tablet;31784;140;0,00440;69;166
Cliente 1;19/08/2023;DoubleClick Rich Media;Smartphone;11235;349;0,03106;122;86
Cliente 1;19/08/2023;Custom template;SmartTV;11871;381;0,03210;314;148
Cliente 1;19/08/2023;HTML5;Tablet;42242;460;0,01089;293;182
Cliente 1;19/08/2023;Custom template;Smartphone;33732;240;0,00711;29;100
Cliente 1;19/08/2023;Custom;Tablet;41391;89;0,00215;11;314
Cliente 1;19/08/2023;Other;SmartTV;28076;3;0,00011;3;400
Cliente 1;19/08/2023;Video creative sets;Tablet;401;226;0,56359;174;265
Cliente 1;19/08/2023;Custom;SmartTV;27019;160;0,00592;129;192
Cliente 1;19/08/2023;Third-party;Smartphone;15895;266;0,01673;100;141
Cliente 1;20/08/2023;Custom;Tablet;21651;16;0,00074;13;240
Cliente 1;20/08/2023;Programmatic;Desktop;44687;150;0,00336;36;110
Cliente 1;20/08/2023;Third-party;SmartTV;39241;95;0,00242;62;54
Cliente 1;20/08/2023;Programmatic;Desktop;36164;275;0,00760;257;489
Cliente 1;20/08/2023;Other;Smartphone;44233;155;0,00350;35;318
Cliente 1;20/08/2023;Custom;Desktop;10192;150;0,01472;117;27
Cliente 1;20/08/2023;HTML5;Desktop;4548;499;0,10972;240;349
Cliente 1;20/08/2023;Image;Desktop;31800;26;0,00082;3;351
Cliente 1;20/08/2023;Video creative sets;Desktop;26613;70;0,00263;26;189
Cliente 1;20/08/2023;DoubleClick Rich Media;SmartTV;18922;113;0,00597;47;153
Cliente 1;20/08/2023;HTML5;Desktop;25040;500;0,01997;430;368
Cliente 1;20/08/2023;HTML5;Tablet;41838;492;0,01176;416;428
Cliente 1;20/08/2023;Custom template;SmartTV;12347;425;0,03442;306;399
Cliente 1;20/08/2023;Image;Tablet;38035;408;0,01073;309;162
Cliente 1;20/08/2023;Video creative sets;Desktop;35678;301;0,00844;237;235
Cliente 1;20/08/2023;Custom;Tablet;19486;135;0,00693;36;87
Cliente 1;20/08/2023;HTML5;Tablet;863;354;0,41020;123;252
Cliente 1;20/08/2023;Custom;SmartTV;36569;289;0,00790;161;295
Cliente 1;20/08/2023;Programmatic;Desktop;35105;461;0,01313;37;426
Cliente 1;20/08/2023;Image;Tablet;28537;203;0,00711;130;419
Cliente 1;20/08/2023;Other;SmartTV;14060;482;0,03428;162;343
Cliente 1;20/08/2023;Other;Smartphone;30876;418;0,01354;85;495
Cliente 1;20/08/2023;Other;Tablet;13543;111;0,00820;4;224
Cliente 1;20/08/2023;Custom template;Tablet;5429;75;0,01381;18;276
Cliente 1;20/08/2023;Image;SmartTV;24066;367;0,01525;229;47
Cliente 1;20/08/2023;Other;Desktop;42581;421;0,00989;325;80
Cliente 1;20/08/2023;Custom;Desktop;9112;350;0,03841;238;46
Cliente 1;20/08/2023;DoubleClick Rich Media;Tablet;28832;219;0,00760;193;122
Cliente 1;20/08/2023;Programmatic;Desktop;48385;458;0,00947;5;85
Cliente 1;20/08/2023;Other;SmartTV;28018;311;0,01110;166;320
Cliente 1;20/08/2023;Custom;SmartTV;11267;374;0,03319;207;350
Cliente 1;20/08/2023;HTML5;SmartTV;13194;110;0,00834;36;330
Cliente 1;20/08/2023;DoubleClick Rich Media;Smartphone;7320;22;0,00301;19;163
Cliente 1;20/08/2023;HTML5;Tablet;482;193;0,40041;186;271
Cliente 1;20/08/2023;Third-party;Desktop;36885;304;0,00824;224;481
Cliente 1;20/08/2023;Third-party;SmartTV;45719;373;0,00816;292;210
Cliente 1;20/08/2023;Custom template;Tablet;12538;408;0,03254;176;260
Cliente 1;20/08/2023;Custom template;SmartTV;1149;143;0,12446;105;200
Cliente 1;20/08/2023;Video creative sets;Tablet;7141;62;0,00868;5;225
Cliente 1;20/08/2023;Programmatic;Smartphone;42967;221;0,00514;102;143
Cliente 1;20/08/2023;Custom;Desktop;48380;52;0,00107;30;209
Cliente 1;20/08/2023;Third-party;Desktop;33613;68;0,00202;67;141
Cliente 1;20/08/2023;Third-party;SmartTV;39251;129;0,00329;14;230
Cliente 1;20/08/2023;Custom template;SmartTV;34096;105;0,00308;46;325
Cliente 1;20/08/2023;HTML5;Desktop;45425;363;0,00799;182;206
Cliente 1;20/08/2023;HTML5;Desktop;36987;414;0,01119;79;362
Cliente 1;20/08/2023;Third-party;SmartTV;42195;364;0,00863;186;337
Cliente 1;20/08/2023;Other;Smartphone;12124;4;0,00033;4;467
Cliente 1;20/08/2023;Custom;Smartphone;6053;305;0,05039;62;27
Cliente 1;20/08/2023;Custom template;Desktop;37908;131;0,00346;20;134
Cliente 1;20/08/2023;HTML5;Smartphone;44931;322;0,00717;54;451
Cliente 1;20/08/2023;Video creative sets;Tablet;40835;145;0,00355;123;180
Cliente 1;20/08/2023;Video creative sets;Smartphone;13217;158;0,01195;50;54
Cliente 1;20/08/2023;DoubleClick Rich Media;SmartTV;38312;107;0,00279;28;440
Cliente 1;20/08/2023;HTML5;Tablet;24733;176;0,00712;7;225
Cliente 1;20/08/2023;Custom;Tablet;9280;338;0,03642;69;388
Cliente 1;20/08/2023;Custom template;SmartTV;14644;172;0,01175;155;69
Cliente 1;20/08/2023;Image;Smartphone;36510;115;0,00315;70;476
Cliente 1;20/08/2023;Custom template;Desktop;29590;109;0,00368;20;183
Cliente 1;20/08/2023;Other;Smartphone;48826;469;0,00961;93;171
Cliente 1;20/08/2023;Custom template;Smartphone;32039;1;0,00003;1;274
Cliente 1;20/08/2023;HTML5;Tablet;6034;125;0,02072;14;135
Cliente 1;20/08/2023;Custom;SmartTV;44137;286;0,00648;106;406
Cliente 1;20/08/2023;Video creative sets;SmartTV;5497;120;0,02183;84;353
Cliente 1;20/08/2023;HTML5;Tablet;176;322;1,82955;141;334
Cliente 1;20/08/2023;Programmatic;Desktop;48670;275;0,00565;85;158
Cliente 1;20/08/2023;DoubleClick Rich Media;Smartphone;31826;172;0,00540;164;247
Cliente 1;20/08/2023;Third-party;Smartphone;41304;150;0,00363;51;116
Cliente 1;20/08/2023;Third-party;Tablet;47597;123;0,00258;81;164
Cliente 1;20/08/2023;Image;SmartTV;42942;84;0,00196;43;375
Cliente 1;20/08/2023;Third-party;Tablet;19539;425;0,02175;74;186
Cliente 1;20/08/2023;Video creative sets;Tablet;12579;423;0,03363;31;191
Cliente 1;20/08/2023;HTML5;Desktop;9149;361;0,03946;256;84
Cliente 1;20/08/2023;Image;Tablet;25027;492;0,01966;323;210
Cliente 1;20/08/2023;Custom;Desktop;37667;330;0,00876;58;437
Cliente 1;20/08/2023;Third-party;Desktop;14532;161;0,01108;95;59
Cliente 1;20/08/2023;HTML5;Desktop;17772;400;0,02251;270;487
Cliente 1;20/08/2023;Other;Smartphone;18876;405;0,02146;35;446
Cliente 1;20/08/2023;DoubleClick Rich Media;Smartphone;20985;472;0,02249;300;347
Cliente 1;20/08/2023;Programmatic;Desktop;27659;186;0,00672;55;37
Cliente 1;20/08/2023;Video creative sets;Desktop;40599;313;0,00771;204;25
Cliente 1;21/08/2023;DoubleClick Rich Media;SmartTV;1898;238;0,12540;100;485
Cliente 1;21/08/2023;Other;Tablet;34764;125;0,00360;43;21
Cliente 1;21/08/2023;HTML5;SmartTV;28053;80;0,00285;19;294
Cliente 1;21/08/2023;Custom template;Smartphone;49566;376;0,00759;143;238
Cliente 1;21/08/2023;Programmatic;SmartTV;40267;13;0,00032;2;325
Cliente 1;21/08/2023;Third-party;Tablet;28880;98;0,00339;58;451
Cliente 1;21/08/2023;Other;SmartTV;25196;301;0,01195;148;424
Cliente 1;21/08/2023;Programmatic;Tablet;9141;404;0,04420;7;58
Cliente 1;21/08/2023;DoubleClick Rich Media;SmartTV;17012;299;0,01758;267;186
Cliente 1;21/08/2023;Custom template;Tablet;33172;377;0,01137;13;373
Cliente 1;21/08/2023;Image;SmartTV;34933;245;0,00701;108;492
Cliente 1;21/08/2023;Video creative sets;Smartphone;47651;487;0,01022;437;84
Cliente 1;21/08/2023;Third-party;Tablet;17100;412;0,02409;146;440
Cliente 1;21/08/2023;DoubleClick Rich Media;Tablet;32886;321;0,00976;99;352
Cliente 1;21/08/2023;DoubleClick Rich Media;SmartTV;7124;252;0,03537;48;373
Cliente 1;21/08/2023;Video creative sets;SmartTV;23151;499;0,02155;327;384
Cliente 1;21/08/2023;Video creative sets;Desktop;42815;175;0,00409;58;70
Cliente 1;21/08/2023;HTML5;Tablet;24712;57;0,00231;4;70
Cliente 1;21/08/2023;HTML5;Tablet;20529;111;0,00541;4;149
Cliente 1;21/08/2023;Other;Tablet;28434;106;0,00373;1;366
Cliente 1;21/08/2023;DoubleClick Rich Media;SmartTV;28704;400;0,01394;234;439
Cliente 1;21/08/2023;Other;Smartphone;18600;113;0,00608;36;4
Cliente 1;21/08/2023;Custom template;Tablet;1029;428;0,41594;116;282
Cliente 1;21/08/2023;Custom template;Tablet;23546;236;0,01002;126;263
Cliente 1;21/08/2023;Programmatic;SmartTV;22995;145;0,00631;75;168
Cliente 1;21/08/2023;Custom template;SmartTV;3887;480;0,12349;243;300
Cliente 1;21/08/2023;Video creative sets;SmartTV;37334;33;0,00088;13;494
Cliente 1;21/08/2023;Video creative sets;Tablet;10977;160;0,01458;19;239
Cliente 1;21/08/2023;Image;SmartTV;11291;379;0,03357;185;397
Cliente 1;21/08/2023;Programmatic;SmartTV;41823;95;0,00227;57;232
Cliente 1;21/08/2023;DoubleClick Rich Media;Smartphone;38522;320;0,00831;194;387
Cliente 1;21/08/2023;Video creative sets;Tablet;14526;25;0,00172;16;367
Cliente 1;21/08/2023;DoubleClick Rich Media;Smartphone;41159;497;0,01208;68;198
Cliente 1;21/08/2023;HTML5;Tablet;15844;221;0,01395;22;426
Cliente 1;21/08/2023;DoubleClick Rich Media;Tablet;14650;188;0,01283;89;352
Cliente 1;21/08/2023;Custom template;SmartTV;25082;317;0,01264;206;392
Cliente 1;21/08/2023;Custom template;Desktop;48427;448;0,00925;328;129
Cliente 1;21/08/2023;Image;Desktop;14898;79;0,00530;23;465
Cliente 1;21/08/2023;Custom template;Desktop;16289;367;0,02253;350;295
Cliente 1;21/08/2023;Video creative sets;SmartTV;2443;479;0,19607;257;202
Cliente 1;21/08/2023;Custom;Tablet;43714;6;0,00014;5;92
Cliente 1;21/08/2023;Third-party;SmartTV;8530;446;0,05229;47;95
Cliente 1;21/08/2023;Custom;Tablet;7495;136;0,01815;66;492
Cliente 1;21/08/2023;HTML5;SmartTV;35727;351;0,00982;10;288
Cliente 1;21/08/2023;DoubleClick Rich Media;Tablet;1552;221;0,14240;94;97
Cliente 1;21/08/2023;Custom;SmartTV;32537;485;0,01491;153;391
Cliente 1;21/08/2023;HTML5;SmartTV;28936;38;0,00131;8;406
Cliente 1;21/08/2023;Custom template;SmartTV;26750;336;0,01256;208;259
Cliente 1;21/08/2023;HTML5;SmartTV;48969;312;0,00637;295;272
Cliente 1;21/08/2023;Other;Desktop;42664;121;0,00284;114;314
Cliente 1;21/08/2023;Image;Tablet;34823;93;0,00267;19;3
Cliente 1;21/08/2023;Other;Tablet;14136;373;0,02639;327;22
Cliente 1;21/08/2023;DoubleClick Rich Media;SmartTV;24723;45;0,00182;22;36
Cliente 1;21/08/2023;Other;Tablet;10917;309;0,02830;233;106
Cliente 1;21/08/2023;Image;Desktop;31477;258;0,00820;252;5
Cliente 1;21/08/2023;Third-party;Tablet;34400;446;0,01297;317;323
Cliente 1;21/08/2023;Programmatic;Tablet;696;291;0,41810;118;386
Cliente 1;21/08/2023;Video creative sets;Desktop;33227;212;0,00638;18;430
Cliente 1;21/08/2023;Third-party;Desktop;18525;173;0,00934;40;378
Cliente 1;21/08/2023;Image;Smartphone;27865;253;0,00908;161;279
Cliente 1;21/08/2023;HTML5;Smartphone;999;52;0,05205;10;437
Cliente 1;21/08/2023;DoubleClick Rich Media;Tablet;11407;243;0,02130;39;30
Cliente 1;21/08/2023;Custom;Tablet;17981;76;0,00423;64;155
Cliente 1;21/08/2023;Image;Desktop;36002;408;0,01133;256;285
Cliente 1;21/08/2023;Other;Desktop;9002;87;0,00966;47;100
Cliente 1;21/08/2023;DoubleClick Rich Media;SmartTV;7320;157;0,02145;17;47
Cliente 1;21/08/2023;HTML5;Smartphone;43811;322;0,00735;8;5
Cliente 1;21/08/2023;Custom template;Desktop;49626;3;0,00006;3;93
Cliente 1;21/08/2023;Programmatic;SmartTV;26867;229;0,00852;139;45
Cliente 1;21/08/2023;Programmatic;Tablet;41448;459;0,01107;285;341
Cliente 1;21/08/2023;HTML5;Desktop;21058;257;0,01220;92;88
Cliente 1;21/08/2023;Other;Desktop;17350;71;0,00409;23;291
Cliente 1;21/08/2023;Image;Smartphone;3340;45;0,01347;22;485
Cliente 1;21/08/2023;DoubleClick Rich Media;SmartTV;28355;11;0,00039;2;199
Cliente 1;21/08/2023;Image;Desktop;2152;449;0,20864;121;357
Cliente 1;21/08/2023;Video creative sets;Smartphone;22912;406;0,01772;267;294
Cliente 1;21/08/2023;Image;SmartTV;2410;418;0,17344;257;169
Cliente 1;21/08/2023;Other;SmartTV;8776;106;0,01208;41;493
Cliente 1;21/08/2023;Third-party;Desktop;10260;320;0,03119;121;30
Cliente 1;21/08/2023;HTML5;Tablet;44313;364;0,00821;17;102
Cliente 1;22/08/2023;Third-party;Tablet;6503;22;0,00338;21;282
Cliente 1;22/08/2023;HTML5;Tablet;43277;244;0,00564;60;152
Cliente 1;22/08/2023;HTML5;Smartphone;11076;370;0,03341;315;53
Cliente 1;22/08/2023;HTML5;Smartphone;7452;415;0,05569;328;479
Cliente 1;22/08/2023;Third-party;Smartphone;27510;145;0,00527;86;81
Cliente 1;22/08/2023;Image;SmartTV;1956;59;0,03016;11;276
Cliente 1;22/08/2023;Third-party;Tablet;8328;36;0,00432;30;36
Cliente 1;22/08/2023;HTML5;Smartphone;26611;214;0,00804;7;115
Cliente 1;22/08/2023;Custom template;Desktop;36235;141;0,00389;125;116
Cliente 1;22/08/2023;HTML5;Desktop;49371;447;0,00905;152;216
Cliente 1;22/08/2023;DoubleClick Rich Media;SmartTV;4402;351;0,07974;2;442
Cliente 1;22/08/2023;Other;Smartphone;25427;32;0,00126;29;361
Cliente 1;22/08/2023;Image;Smartphone;8416;177;0,02103;52;125
Cliente 1;22/08/2023;Other;Desktop;35626;65;0,00182;60;408
Cliente 1;22/08/2023;Programmatic;SmartTV;47740;331;0,00693;8;353
Cliente 1;22/08/2023;Programmatic;Smartphone;41636;358;0,00860;116;451
Cliente 1;22/08/2023;Image;Smartphone;15533;148;0,00953;122;231
Cliente 1;22/08/2023;Video creative sets;Smartphone;36224;77;0,00213;74;208
Cliente 1;22/08/2023;Programmatic;Desktop;16130;56;0,00347;46;45
Cliente 1;22/08/2023;Custom template;Tablet;47445;348;0,00733;3;285
Cliente 1;22/08/2023;Custom template;Desktop;25410;250;0,00984;191;90
Cliente 1;22/08/2023;Other;Smartphone;25177;18;0,00071;6;108
Cliente 1;22/08/2023;Video creative sets;SmartTV;48885;407;0,00833;141;36
Cliente 1;22/08/2023;Third-party;Tablet;38553;283;0,00734;169;1
Cliente 1;22/08/2023;Custom;Smartphone;43289;382;0,00882;174;245
Cliente 1;22/08/2023;Custom template;Desktop;34678;77;0,00222;21;253
Cliente 1;22/08/2023;HTML5;Smartphone;21447;104;0,00485;67;476
Cliente 1;22/08/2023;Image;Desktop;4158;418;0,10053;175;335
Cliente 1;22/08/2023;Third-party;Smartphone;12014;226;0,01881;210;213
Cliente 1;22/08/2023;Other;Tablet;15995;31;0,00194;23;298
Cliente 1;22/08/2023;Programmatic;Tablet;27478;327;0,01190;32;207
Cliente 1;22/08/2023;Custom template;Desktop;6330;36;0,00569;5;337
Cliente 1;22/08/2023;HTML5;Tablet;19290;197;0,01021;31;367
Cliente 1;22/08/2023;Video creative sets;Smartphone;28295;174;0,00615;82;363
Cliente 1;22/08/2023;Video creative sets;Tablet;28912;119;0,00412;66;167
Cliente 1;22/08/2023;Programmatic;SmartTV;23404;110;0,00470;109;109
Cliente 1;22/08/2023;HTML5;SmartTV;46644;3;0,00006;1;251
Cliente 1;22/08/2023;Custom;SmartTV;15667;19;0,00121;2;182
Cliente 1;22/08/2023;Image;Desktop;33940;63;0,00186;25;77
Cliente 1;22/08/2023;Third-party;Desktop;23378;79;0,00338;38;200
Cliente 1;22/08/2023;Third-party;Tablet;26725;158;0,00591;18;55
Cliente 1;22/08/2023;Other;Tablet;13499;414;0,03067;312;204
Cliente 1;22/08/2023;Custom template;SmartTV;45502;311;0,00683;154;449
Cliente 1;22/08/2023;Programmatic;SmartTV;46575;450;0,00966;238;240
Cliente 1;22/08/2023;Other;SmartTV;30135;96;0,00319;88;84
Cliente 1;22/08/2023;DoubleClick Rich Media;Desktop;27550;198;0,00719;68;269
Cliente 1;22/08/2023;Other;SmartTV;3256;380;0,11671;55;67
Cliente 1;22/08/2023;Image;Smartphone;29729;476;0,01601;132;447
Cliente 1;22/08/2023;Custom template;Smartphone;20295;427;0,02104;293;120
Cliente 1;22/08/2023;HTML5;Tablet;43084;337;0,00782;254;39
Cliente 1;22/08/2023;Other;Smartphone;23497;378;0,01609;134;390
